1063,1573,44,66,51,20,0,1329
2178,3756,54,94,35,53,0,2727
1559,2223,31,92,147,61,76,2261
2222,3799,43,43,103,55,211,1700
3814,4847,18,67,177,20,207,3973
3125,4209,63,66,134,65,44,2289
3560,4777,47,40,92,16,0,3380
4127,6270,73,65,66,3,122,3085
1863,3453,12,99,177,17,65,2381
2481,2163,20,81,168,44,117,2440
2163,2190,33,98,151,63,0,3606
2029,2078,38,71,196,42,0,2371
3802,1000,17,44,117,24,0,3792
2737,2959,28,50,161,37,0,2522
3175,3033,57,40,95,10,0,3334
1209,2622,76,74,130,37,0,1649
4913,10470,25,85,151,58,0,4870
4248,4042,73,48,34,46,333,3096
3945,6161,81,49,171,13,0,4383
1995,1626,62,41,47,36,0,1806
3804,5156,58,93,42,34,71,3151
1791,2329,60,87,199,27,0,2994
4081,6616,55,40,198,12,70,3083
3957,2903,18,59,182,15,195,3828
2136,1000,73,93,153,3,130,2902
4196,8242,86,77,158,28,0,4227
3499,5718,32,69,181,9,0,3505
1198,1299,68,50,55,30,47,1152
2660,1748,17,34,126,57,0,3177
4597,6187,73,65,52,23,0,4113
1354,1098,63,36,199,30,93,1302
3974,3648,24,89,188,64,260,4416
2207,4306,61,85,33,16,97,1842
2233,1284,13,54,83,30,96,1928
4718,6321,11,36,10,37,306,4571
1266,1887,65,54,85,65,119,2038
4889,9238,84,57,74,29,0,4297
2827,5046,85,71,145,43,0,2504
3431,5258,77,56,158,36,328,4032
697,1000,44,66,61,17,0,1121
1108,1741,73,85,180,32,0,1944
1647,2238,89,58,73,51,0,1716
3897,7461,21,75,125,23,377,5349
2486,1588,86,87,111,30,110,1957
646,1000,35,60,184,36,55,1648
3719,7743,54,36,175,6,264,3528
2234,1000,90,65,189,33,76,1834
2343,2088,62,53,105,5,112,2248
988,1000,38,53,177,56,0,1439
2459,2148,28,90,136,7,0,2711
3419,6406,87,57,86,19,230,2549
4561,3112,41,74,56,43,159,4223
762,1000,16,97,4,53,18,1853
1516,2107,31,31,111,17,137,2169
2549,1470,12,58,177,37,0,2415
4223,4114,31,77,94,7,210,4183
4590,6081,66,71,185,29,248,4361
3670,4522,49,88,114,15,0,3749
2755,3751,20,81,98,11,227,3320
1654,1615,17,90,25,33,0,2291
4999,9158,45,31,190,20,0,5071
3691,5386,34,52,193,29,13,2459
2196,3522,48,48,33,16,33,1946
2148,3419,30,79,5,57,116,2051
1945,2953,28,90,61,37,0,2477
753,1776,21,32,168,49,21,843
3683,6481,34,34,53,11,0,3356
598,1279,85,89,90,19,0,1247
4933,3642,54,30,83,10,0,4472
3369,5022,37,74,100,1,309,2475
3734,3986,44,80,26,47,0,4848
4291,6706,25,80,17,27,146,4575
1456,2349,21,57,123,25,75,1989
4567,6943,89,59,10,10,0,4329
4487,6184,90,88,82,62,105,4063
2027,1749,28,63,42,29,86,1938
4996,8452,77,100,58,4,184,4556
3604,4605,83,75,152,49,225,3961
3235,5949,64,67,78,69,247,4143
1454,1301,45,62,83,42,92,2244
3946,3898,71,51,80,65,248,2832
1545,2042,48,56,54,34,117,2334
3936,9212,69,56,92,53,75,3787
1062,1162,75,50,107,1,99,925
3854,7968,49,64,93,18,0,3678
1459,1384,64,79,36,67,73,2145
3567,6405,55,39,121,22,225,2794
516,1000,34,70,53,37,36,978
2705,1034,79,80,155,36,127,2629
3024,3925,22,37,90,61,38,2696
1569,1157,13,87,109,1,131,2192
3944,2372,11,90,51,48,376,3013
3065,1946,76,62,191,67,0,3698
1560,2418,39,48,37,39,81,1522
3920,8736,57,43,86,26,254,3184
3670,5248,56,79,177,56,0,4876
690,1653,37,62,69,30,0,1931
1480,2858,39,57,30,5,122,1565
627,1000,79,38,6,41,48,639
2565,3839,75,99,87,68,0,3175
1069,1000,79,94,74,31,30,1812
3233,1115,29,66,119,66,138,2294
3401,4977,67,49,143,66,329,2392
3509,6046,73,88,69,15,135,3350
1909,2048,49,94,146,58,0,2493
4557,7337,40,87,89,56,244,3619
1284,1571,12,73,192,14,0,1899
3675,5247,81,43,73,42,83,2743
3306,4357,38,63,32,19,0,3055
1037,1469,79,92,164,34,0,1999
2341,2102,65,56,112,46,167,2053
2955,4553,75,41,140,55,138,2094
1024,1156,72,67,101,64,0,1524
3450,1291,39,85,93,57,249,2917
4631,7413,62,94,87,72,166,4105
2868,4383,18,50,36,5,241,2315
4995,6001,72,41,65,17,50,3582
3201,4891,56,55,29,46,0,3089
1666,2220,58,45,160,69,98,1449
3274,5231,88,63,167,15,195,3647
1353,1081,71,68,197,15,23,1598
4646,9022,68,93,99,65,0,4908
4269,7308,84,60,79,56,0,4245
3761,5355,22,72,97,70,0,4552
2215,2721,52,39,117,66,0,1598
2991,4851,17,89,135,20,0,4281
3160,6285,46,72,75,14,0,3887
3624,2739,73,77,38,68,55,3166
1376,2307,71,30,108,50,133,2001
1491,2325,48,48,55,39,38,1344
4642,7015,23,30,17,30,0,3893
4965,4619,66,97,175,47,215,4738
2193,2771,32,74,148,57,213,3591
619,1138,83,73,139,6,35,1116
1330,3054,52,31,5,15,67,1355
4175,3723,20,52,158,45,0,4008
1240,1042,74,44,70,28,0,1527
616,1374,11,61,126,32,12,1426
3338,3339,58,33,60,48,0,2720
2431,1637,43,88,67,31,0,2726
1512,1000,13,100,184,60,107,2091
1581,2207,58,98,115,23,0,2212
1012,1688,12,43,111,27,71,1334
3349,4012,35,52,16,1,0,2830
4172,3462,74,45,66,8,0,3510
3843,6187,25,38,58,69,0,3248
1080,1981,25,74,102,12,0,1335
2794,2103,42,36,154,4,0,2401
3647,3923,40,86,0,64,0,4382
4006,3981,73,35,131,42,122,2694
3244,4101,79,90,3,53,0,3660
3856,5648,44,63,123,60,353,2782
4545,8280,48,46,32,14,43,3067
1743,1635,12,55,10,51,129,2083
3618,3561,22,49,184,65,290,2741
2641,4029,23,70,153,27,189,3059
3559,3783,50,87,87,22,280,4036
3459,4884,17,83,110,22,277,4240
2979,2005,23,77,181,24,151,3260
2257,3459,59,100,101,40,40,2507
4952,6408,70,34,181,23,225,4374
2570,2793,45,81,1,10,62,2286
3349,2646,76,30,8,33,253,2831
2131,4681,83,40,63,62,0,2936
3316,4162,81,81,114,25,155,3025
1848,2142,31,80,20,20,68,2235
3339,5232,69,68,142,67,0,3650
1395,1000,68,86,166,41,95,2068
1351,1722,38,68,34,46,58,2209
2187,2389,64,49,22,60,160,2878
2431,1119,73,51,139,15,149,1842
4500,7094,72,32,97,35,97,3672
3998,5770,47,85,135,8,0,3684
4413,7316,88,96,114,16,318,3524
1566,1000,75,61,86,70,0,2449
4880,9115,21,70,138,61,0,5761
4607,5542,88,95,42,29,0,4370
3873,4079,10,40,97,63,333,4200
4469,2601,77,88,68,26,0,4171
3046,6192,37,33,164,9,0,2995
1253,1000,71,83,152,19,110,1731
2582,2282,87,96,151,71,200,3812
3274,2896,68,31,105,25,0,3271
4685,4299,54,97,81,39,0,5700
1275,1000,85,73,139,47,12,1513
2125,2642,15,91,169,61,104,2560
3569,6793,29,48,102,29,98,3299
917,1709,25,73,78,20,46,1840
1116,2355,61,91,11,36,0,2110
3767,2540,67,58,147,50,95,2551
1325,1000,54,96,78,20,0,2133
2016,4127,11,76,130,11,124,2600
3646,1952,43,36,79,20,86,2988
1228,1000,42,30,70,45,119,1886
3848,7882,51,100,149,26,0,4289
3308,6363,74,51,72,23,254,3580
3965,3480,74,87,96,25,129,3852
3467,3611,41,67,6,10,0,3056
1622,2860,66,44,3,58,0,2048
2071,2880,75,44,190,52,18,1447
2643,2122,40,69,9,28,0,2861
2187,2900,72,59,44,9,65,2051
4632,6981,77,52,43,34,0,3977
4351,5361,65,38,182,59,0,4618
3414,6022,42,74,128,61,0,3474
4452,9105,17,45,52,37,413,5059
1095,1000,71,61,95,13,103,1806
1865,1545,24,66,134,40,0,1656
1198,1109,61,64,24,14,0,1379
895,1699,35,74,196,8,0,1635
4671,7109,87,37,176,32,388,4761
4860,9386,21,76,73,11,0,4605
3002,1000,36,65,131,69,40,2756
2319,1637,77,39,151,50,0,2207
1217,1777,39,30,173,37,92,1605
3282,5672,13,97,197,45,128,3698
4077,6233,63,44,120,69,0,3937
643,1000,43,32,139,66,0,1211
3640,4036,77,61,189,26,0,3385
4991,8773,65,49,83,30,311,5046
4136,6003,56,71,61,27,87,3187
3722,3165,81,89,75,51,275,4354
1667,3362,69,85,185,15,0,3066
3116,4353,68,76,165,62,0,3885
1562,2140,11,53,195,30,76,1304
2656,1731,82,70,144,32,0,3405
3482,3794,25,33,9,50,171,3282
3824,2538,28,77,108,23,0,3615
3801,7198,58,47,129,59,205,4021
2042,2061,48,89,123,28,149,2902
1691,1161,87,57,173,69,163,2514
3493,3366,24,82,165,51,0,3548
3181,6180,64,38,37,68,99,2751
1717,1094,76,53,20,11,130,1942
2040,3887,65,49,150,35,139,2583
3736,4977,54,98,160,11,21,3380
2886,4894,84,56,42,71,0,2378
1888,2799,76,100,93,55,68,2186
2356,1318,15,83,67,26,0,3167
1865,4301,79,44,197,47,134,1580
999,1209,40,80,191,26,0,1697
2180,4255,31,98,63,57,0,2870
1010,1600,47,69,124,48,41,1812
4812,8012,67,98,36,26,60,4164
2327,1564,65,36,150,19,0,2048
3641,3495,20,31,72,1,276,2107
3986,3112,57,59,33,34,297,4371
2310,1789,69,81,106,41,0,2593
2714,3637,48,38,154,4,63,2462
4686,8024,15,40,3,14,15,3180
1213,1846,39,39,80,63,0,1725
4102,6343,10,83,196,21,291,3592
4022,5556,54,34,93,26,17,2896
4768,6894,17,53,62,69,0,4387
1743,3493,43,61,77,24,145,2346
4209,7127,89,60,141,10,303,4656
955,1750,21,48,27,31,26,1122
1884,2755,65,41,107,50,92,1519
2458,2742,40,79,86,3,134,2381
2496,2044,42,80,25,54,62,2563
1004,1283,64,58,33,26,0,1046
2031,2726,21,88,170,28,106,2745
1428,2058,57,79,42,69,71,1973
2605,4108,84,77,109,12,62,3126
4127,7407,53,79,132,58,358,2989
2352,3791,72,48,146,39,0,2720
4675,2959,47,82,122,36,263,4939
3433,2522,18,64,157,6,110,2438
3784,3340,15,56,48,48,218,4191
1750,3976,76,48,115,55,0,1639
1756,2214,11,64,75,10,23,1798
3986,2951,80,45,52,66,378,4369
4084,2694,44,98,97,24,58,3032
1896,2581,39,100,27,28,173,2870
4137,6792,54,70,180,34,138,4433
3830,7397,55,83,144,57,0,3782
3203,4010,74,94,81,67,31,3104
970,1755,10,59,23,26,44,905
3283,5634,80,75,75,22,12,2754
3331,5212,76,89,192,36,244,2768
3519,2583,34,65,159,3,323,4045
4968,5504,65,88,153,23,342,5344
4685,3848,46,68,66,58,277,3370
4219,5925,84,37,32,12,0,3518
3245,1854,76,77,166,52,0,4268
4636,8288,39,64,11,5,0,4044
3008,2035,73,82,80,71,50,2602
1424,1300,73,66,199,65,111,1997
3824,5245,28,50,200,71,189,2746
4985,7554,42,71,82,60,189,4926
755,1000,71,94,89,9,71,2106
2338,3163,31,37,115,44,200,2632
2444,1779,38,68,132,11,0,2699
509,1000,13,90,105,3,24,1201
3371,5115,59,89,172,5,0,3471
1297,1306,85,98,88,32,79,2250
2324,1751,14,39,22,54,0,2670
4969,4288,48,92,34,53,18,4004
3636,4073,66,99,95,62,0,4063
723,1000,16,64,124,26,0,1167
4425,6335,19,58,69,54,154,3801
4500,5936,38,56,119,41,160,4168
2133,3287,22,67,36,8,67,2210
2652,5962,79,31,118,24,0,2271
1010,1111,40,54,21,13,89,1365
884,1328,18,95,135,60,0,1802
904,1000,60,67,184,14,0,1263
2500,1591,25,88,70,46,60,2840
3256,3286,68,36,187,5,322,4049
4136,3026,45,70,40,16,182,3868
3224,3979,10,80,27,29,0,3512
4678,6555,30,53,30,19,0,4142
2548,2320,53,65,20,60,0,3282
4646,8024,46,39,73,62,198,4158
1216,2377,15,50,50,48,0,1775
2323,3187,23,56,35,32,21,1805
2581,4583,10,84,153,46,0,3240
3919,1999,17,34,18,71,210,3619
2074,1000,53,88,5,69,15,2281
749,1000,84,65,175,56,13,1053
1173,1278,36,63,14,33,111,1957
2665,4679,45,81,109,23,218,2539
1270,1748,51,35,108,61,83,1983
4462,2981,29,43,123,4,241,4195
4863,3355,17,88,48,65,172,3499
1577,2158,61,66,83,58,0,2121
735,1000,35,87,192,28,0,1444
888,1000,44,61,149,33,28,1237
3537,4440,69,49,187,23,292,3839
2348,2077,12,90,163,31,148,3076
3314,4043,13,86,111,48,0,3564
3874,5752,71,81,137,46,0,4626
3778,5901,73,77,19,45,335,4995
2622,4524,52,89,60,47,0,3050
1858,3499,63,41,149,35,37,1571
2982,1808,38,79,67,15,0,3144
3677,2091,73,36,53,48,0,3825
2680,1251,52,84,104,15,214,3408
637,1000,52,60,166,62,24,1263
3972,5840,60,40,56,14,0,3163
4664,3755,78,61,85,15,0,3866
3093,3962,16,53,177,63,54,2489
4800,7343,87,42,181,43,326,3180
4542,8573,57,68,124,59,435,5479
2406,2944,56,50,181,39,50,2387
3447,3757,24,97,106,68,160,3821
2219,1862,62,69,133,16,41,1790
780,1038,81,56,199,16,66,1257
3766,2098,60,42,178,39,0,3351
1171,1898,90,38,69,16,37,1176
2469,2557,66,82,195,54,22,2612
4656,6144,59,61,134,15,300,3883
4400,6192,44,54,193,4,139,3352
1023,1093,16,70,53,37,70,1593
2893,2718,62,55,141,40,105,2851
2253,4142,44,88,107,48,190,3285
2796,4295,68,63,59,19,119,2865
2761,4368,31,35,50,39,23,2263
4702,5494,17,61,127,53,0,4119
3378,4324,67,71,133,18,151,2753
4643,4905,31,86,0,39,241,3425
4144,5787,49,75,11,60,0,3905
4932,6133,37,85,23,35,0,4848
2555,3403,55,79,125,34,240,3326
1776,2385,78,59,74,15,50,1782
3266,3111,90,65,170,19,0,2912
802,1000,61,55,104,63,71,1393
1138,1000,20,79,161,26,61,2305
4623,7815,22,56,39,66,350,5420
3787,6759,84,75,160,1,49,2952
864,1525,78,55,155,9,44,1157
2146,3372,87,94,107,10,104,2823
1418,2323,31,31,64,49,0,1750
3297,5411,76,93,75,48,196,4321
2031,1654,44,93,45,48,186,2976
3845,2354,41,89,160,15,0,4106
2406,3389,47,38,107,45,200,2024
3586,6716,67,44,196,2,20,2878
2575,3175,49,66,193,58,89,2683
1213,1188,30,35,163,38,15,1127
1562,1898,58,72,181,3,0,2411
2476,3984,48,74,177,59,107,3080
1796,1699,70,100,178,63,0,2592
625,1247,19,57,113,43,0,1168
4096,7976,49,81,51,4,390,4934
2103,2259,54,95,123,61,0,3457
566,1000,26,55,29,49,50,924
732,1000,77,49,142,64,41,1132
2656,3038,19,91,136,20,0,2813
4706,5091,81,59,150,66,358,5450
4507,8890,54,39,41,50,322,4903
2972,1502,85,51,7,70,257,3524
2261,2630,39,37,43,43,0,2051
2475,3715,10,40,32,20,0,2845
2862,3108,18,55,66,37,260,3325
3948,5551,51,59,35,25,372,4486
1812,1406,28,65,86,64,0,1796
3209,4650,16,85,37,30,0,3434
2105,1160,45,47,135,28,67,2047
3063,6218,77,38,13,24,0,2565
4017,2089,52,99,118,17,320,5022
4235,5458,37,51,100,64,310,4762
3370,1610,59,99,152,31,165,3711
1660,2675,48,61,117,57,0,2215
4824,8869,28,96,84,50,0,5021
3095,3462,78,70,108,60,0,3661
1419,2893,53,80,110,41,35,1533
505,1000,22,43,104,70,13,1225
4670,6635,16,78,98,10,0,4421
1145,1777,71,68,59,42,43,1294
617,1647,87,65,86,16,30,960
3262,7573,72,55,151,59,239,2660
724,1306,66,85,132,5,0,981
4708,7264,73,85,188,5,0,4449
2548,5368,19,90,43,48,0,2646
4915,5567,60,74,133,24,226,4641
2073,3466,36,42,77,42,30,1906
2328,3474,16,43,130,9,0,2263
2417,2423,50,39,64,64,155,2264
4734,8398,85,46,158,69,0,4284
2526,3686,22,46,182,11,45,2569
2539,3175,20,78,73,72,0,2525
509,1000,14,47,54,55,0,783
760,1371,69,40,59,68,62,888
2173,4083,11,84,158,25,0,3004
2719,5065,86,32,114,71,0,2542
2560,1971,73,45,38,56,157,1751
4213,5065,22,38,123,27,232,4115
2119,3883,63,97,103,23,0,3560
1842,1483,27,31,79,58,17,1381
2876,3681,27,51,26,36,265,2529
2494,4536,22,50,108,40,10,2274
3458,5840,54,84,131,48,11,2798
2538,3506,28,33,169,24,0,2799
3990,7219,28,87,116,39,83,3537
4527,3735,57,98,152,34,60,3540
735,1000,44,68,87,15,53,1617
2469,1473,68,30,57,70,0,1927
4929,4759,26,86,17,71,0,4648
875,1000,64,50,89,1,0,1681
4030,2053,18,60,73,54,161,3240
3135,4109,86,87,176,2,0,3503
2070,1699,23,76,43,36,169,1809
3060,5265,35,52,109,68,0,3049
3465,5773,53,78,192,20,0,3873
4143,8104,20,60,80,37,315,4756
4350,6876,60,76,127,59,201,4260
1752,3122,71,64,62,12,0,2240
1814,1000,44,63,93,32,0,2336
3398,6586,73,87,45,38,175,2990
577,1000,27,44,1,31,0,931
3121,5170,23,100,113,18,128,3680
1100,1000,78,47,2,51,87,1443
1565,2136,26,67,35,29,0,2312
2843,1779,12,39,2,31,0,2621
2363,2732,40,46,2,31,199,2838
1818,2835,56,61,99,58,144,2197
4097,4039,53,90,69,7,0,3884
2690,2338,90,100,127,61,164,3260
3212,4163,36,90,101,49,169,2805
2692,2025,80,73,36,40,0,2913
1748,2877,78,67,7,70,0,2102
3554,5567,11,79,101,32,0,3778
4533,6834,89,61,112,63,11,3088
2651,3272,15,30,44,26,0,2299
3610,5820,27,38,85,30,198,2885
2470,3084,64,62,195,62,120,2601
977,1000,20,90,7,25,11,1287
1754,1000,64,76,123,70,167,1655
1422,1711,46,71,44,37,90,2326
919,1000,13,77,87,57,38,1317
2704,3962,22,81,128,70,0,3283
3097,5945,79,62,153,22,219,2643
1450,1486,69,58,158,44,95,1976
2743,1853,72,57,97,18,0,2514
2357,2894,35,96,131,19,162,3022
2365,2214,31,45,71,61,24,2103
3412,5519,83,30,120,57,110,2917
3728,6659,25,98,94,19,280,4342
4219,5058,72,33,176,25,193,3971
3728,1552,51,49,86,37,0,3820
4256,2598,55,74,67,12,0,4011
594,1000,42,53,198,26,46,1240
3174,2659,23,49,126,26,137,2960
1293,1958,55,67,69,42,0,1903
2616,2923,68,53,20,41,140,2217
3825,6410,58,54,83,61,0,3184
3705,7049,32,87,10,69,0,4072
1314,1000,14,49,118,40,0,2119
845,1582,59,31,72,54,30,1001
2849,5360,45,38,139,37,119,2346
2943,4842,52,97,158,29,124,3147
2765,2098,17,35,170,12,236,3360
3505,4834,34,50,49,40,269,4151
1484,1454,70,59,40,64,0,1568
4031,1860,21,59,171,28,0,4432
3435,6078,62,89,65,57,160,3923
4376,8415,23,47,112,16,0,4141
626,1000,80,91,14,12,30,969
3677,4536,61,74,33,55,343,4516
3556,3552,61,90,197,36,17,3106
1103,1490,55,88,43,15,67,2059
3949,4257,89,64,160,19,0,3629
4646,5298,50,51,78,18,0,4082
3868,5989,87,94,105,23,89,3356
4297,6311,37,44,133,11,97,3319
2292,2490,41,57,117,43,68,1838
3361,6794,85,71,39,45,99,3161
3976,6708,86,49,5,39,272,2907
2145,2334,51,98,13,45,0,2593
1705,2561,38,92,122,36,111,2629
3530,4648,88,72,4,4,0,3890
2354,4580,55,41,200,11,0,2316
4521,3622,18,75,42,25,0,4220
3208,1514,47,62,180,50,0,3079
1832,2088,35,54,119,6,163,2371
701,1718,52,64,196,46,39,1464
4712,4347,36,94,47,15,389,5236
1036,1000,35,97,72,33,0,2222
2125,3421,87,91,110,12,62,2631
2622,4550,66,60,24,31,0,2519
3781,1000,20,40,77,32,0,3375
917,1000,13,95,60,69,0,2472
4100,5159,81,89,86,40,0,3960
1454,2828,89,80,0,66,117,2466
1705,2929,42,88,110,31,0,2047
4620,8213,42,46,158,12,404,5169
2490,3123,83,97,198,42,0,3642
4880,9025,13,93,69,14,0,5188
3213,5863,36,83,107,2,187,3667
2703,2251,42,73,80,31,65,2343
1466,1840,84,83,105,35,0,2207
3932,6738,41,77,71,27,297,4247
4743,5379,86,97,10,51,91,3775
4201,7310,37,55,145,16,382,5005
2224,1598,28,98,147,68,217,2529
4922,5635,40,93,90,44,0,5546
2292,2822,62,58,86,41,80,2174
3712,5114,18,54,108,42,181,3742
1489,2163,60,56,26,20,106,1980
2762,3120,32,51,96,62,232,3232
1451,1692,55,76,12,60,0,1922
1222,1411,53,84,172,41,94,1656
3889,7141,75,38,7,1,204,3393
2579,2696,76,83,113,16,0,2393
3876,3997,33,37,6,29,98,2295
2000,1000,65,56,76,72,114,1710
3995,4458,12,62,142,24,187,3849
2565,2293,32,39,183,41,0,2513
1268,1658,43,45,103,63,93,1847
4789,9350,68,48,183,14,406,5441
2661,4223,75,93,36,53,211,3364
3835,3683,40,71,92,1,370,4897
1981,2794,57,78,77,20,29,2188
3951,3335,84,100,110,20,389,5312
554,1000,21,51,51,63,17,783
2323,2349,71,72,160,5,0,3063
1332,1000,21,47,11,36,0,1677
3306,2739,29,79,45,38,130,2857
2990,2433,15,78,69,27,0,2949
827,1235,23,70,125,69,23,1484
3810,4611,65,44,70,50,71,2796
3800,2114,50,52,184,43,188,3771
4175,7493,58,56,19,70,0,4222
3554,2221,74,35,67,9,215,3339
2643,1773,40,53,84,65,0,3186
1811,2422,37,38,43,30,136,2058
3691,5498,21,91,29,15,207,3903
4483,1962,44,99,30,4,107,3280
1443,1928,12,85,13,61,101,1645
4925,8863,40,34,101,38,0,4808
1274,1000,61,83,150,51,47,1627
2698,4179,74,67,68,58,0,2370
3656,4538,14,48,179,25,0,4070
3952,7671,24,53,198,34,0,3852
1414,1350,74,39,32,27,0,1472
1808,1369,30,50,8,22,152,1880
4677,8963,80,44,94,62,0,4289
4094,5160,75,100,148,22,18,2922
1909,2383,70,69,91,31,0,2198
3690,5563,69,37,52,34,245,3733
4991,9200,23,67,14,68,236,4897
1304,1000,40,31,51,8,0,1387
1779,3118,57,51,196,53,68,1507
4077,4693,41,33,199,54,0,3726
3401,4508,66,81,36,70,246,2906
1887,3268,43,36,131,18,0,2552
3261,1555,83,30,90,8,319,1893
3179,4316,36,87,78,7,0,3596
2606,3948,14,91,60,7,154,3253
3686,4184,65,57,93,51,0,3348
3780,6516,47,43,96,31,93,3168
3099,5759,57,45,165,35,0,2997
4533,5871,89,75,39,29,0,4269
736,1000,58,32,63,49,0,1259
1804,2474,50,32,195,31,0,1929
3930,2807,31,70,183,68,22,2976
3041,2600,75,69,129,37,124,2432
2551,1527,28,48,125,28,0,2857
2576,3110,84,50,18,10,234,3097
574,1000,20,72,32,2,16,1359
4424,5318,81,48,115,10,0,3649
2589,3262,54,93,60,14,234,2442
540,1363,40,75,105,32,20,1550
4552,4421,56,49,56,8,0,4609
2574,2951,78,64,23,9,126,2562
1109,2345,24,86,104,5,93,1837
954,1344,29,31,195,39,0,1302
3453,4587,12,95,5,16,110,3399
2208,2525,48,50,194,64,19,1997
3972,6863,83,81,33,47,231,4167
3469,5588,19,44,152,59,290,3966
3528,4702,49,75,116,20,112,2701
4129,5931,53,91,17,53,171,4106
4725,6679,41,63,4,54,53,3700
4276,3196,10,92,43,16,99,3689
3863,6119,85,74,92,68,180,3619
4624,9506,53,68,4,37,413,5421
4350,5906,49,53,91,61,267,3130
1750,2335,56,65,83,56,0,2001
4693,4066,66,50,170,10,0,4370
3211,6183,66,83,168,51,0,3659
2285,2473,81,65,111,10,0,2054
1250,1082,55,44,68,41,94,1765
4420,3759,86,99,29,5,224,4652
4960,3969,25,67,186,43,0,4485
653,1000,18,79,184,24,0,1539
2024,3613,82,30,152,31,116,2132
2843,3356,70,86,197,67,0,3791
560,1000,28,58,28,1,0,837
4620,3554,19,83,172,33,0,4369
4069,7743,78,33,200,42,391,4646
1752,1000,51,59,62,31,94,1663
4049,4155,45,41,128,65,286,2994
4697,3936,31,44,94,38,0,3895
2822,2467,33,82,147,39,150,3298
2136,2771,85,64,146,42,117,2513
3615,3295,21,81,64,39,0,4126
4590,3285,44,82,92,42,379,2999
3504,5019,59,43,35,70,0,3172
829,1670,87,47,150,42,0,1147
4140,5668,49,67,156,29,0,3884
4394,7492,31,67,43,68,37,3763
4607,4842,56,84,126,25,0,5520
1841,1077,84,40,6,16,167,2292
715,1642,19,82,37,34,27,1446
838,1000,52,73,104,9,0,1420
4562,7976,78,54,193,35,0,4307
3208,6725,34,91,21,27,0,3550
3652,2120,56,43,53,39,115,3104
2250,1000,16,76,181,45,0,2559
2921,2359,37,84,5,60,139,3100
1209,1000,89,41,200,43,67,1549
4226,2749,54,36,189,61,220,3826
4142,8209,76,78,107,69,30,3667
4493,2336,21,43,28,16,0,3631
546,1000,12,76,194,19,35,1534
3859,7574,70,43,108,64,0,3395
4490,8357,65,43,12,58,183,4040
3657,7180,35,37,114,60,226,3943
4845,6171,90,94,191,59,0,5079
890,1000,43,66,46,51,0,1260
4930,3526,88,45,14,10,34,3181
3430,2226,89,100,1,54,0,3725
2021,2529,48,61,113,16,15,1936
2919,5574,34,87,38,61,0,4228
1434,1680,65,58,19,42,42,1237
1114,1420,14,46,16,57,75,1471
3723,2434,39,73,50,62,186,3881
630,1340,44,71,148,7,48,1687
4778,6343,62,77,114,61,324,5164
